uni_id,name_ar,name_en,country,city,type,website,admissions_url,programs_url,ranking_source,ranking_value,accreditation_notes,scholarship,sch_notes,sch_url
sa_imamu,جامعة الإمام محمد بن سعود,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,Riyadh,Public,https://www.imamu.edu.sa,https://admission.imamu.edu.sa,https://www.imamu.edu.sa/colleges,,,Local|GCC,,,
sa_umq,جامعة أم القرى,Umm Al-Qura University,Saudi Arabia,Makkah,Public,https://uqu.edu.sa,https://uqu.edu.sa/admission,https://uqu.edu.sa/colleges,,,Local|GCC,,,
sa_taibah,جامعة طيبة,Taibah University,Saudi Arabia,Madinah,Public,https://www.taibahu.edu.sa,https://www.taibahu.edu.sa/admission,https://www.taibahu.edu.sa/colleges,,,Local|GCC,,,
sa_psu,جامعة الأمير سلطان,Prince Sultan University,Saudi Arabia,Riyadh,Private,https://www.psu.edu.sa,https://www.psu.edu.sa/admissions,https://www.psu.edu.sa/academics,,,Local|GCC|International,,,
sa_alfaisal,جامعة الفيصل,Alfaisal University,Saudi Arabia,Riyadh,Private,https://www.alfaisal.edu,https://www.alfaisal.edu/admissions,https://www.alfaisal.edu/academics,,,Local|GCC|International,,,
sa_effat,جامعة عفت,Effat University,Saudi Arabia,Jeddah,Private,https://www.effatuniversity.edu.sa,https://www.effatuniversity.edu.sa/admissions,https://www.effatuniversity.edu.sa/academics,,,Local|GCC|International,,,
ae_uaeu,جامعة الإمارات العربية المتحدة,United Arab Emirates University,UAE,Al Ain,Public,https://www.uaeu.ac.ae,https://www.uaeu.ac.ae/en/admission,https://www.uaeu.ac.ae/en/programs,QS,,,Local|GCC|International,,
ae_ku,جامعة خليفة,Khalifa University,UAE,Abu Dhabi,Public,https://www.ku.ac.ae,https://www.ku.ac.ae/admissions,https://www.ku.ac.ae/academics,QS,,,Local|International,,
ae_zu,جامعة زايد,Zayed University,UAE,Abu Dhabi / Dubai,Public,https://www.zu.ac.ae,https://www.zu.ac.ae/main/en/admissions,https://www.zu.ac.ae/main/en/programs,,,,Local|GCC,,
ae_hct,كليات التقنية العليا,Higher Colleges of Technology,UAE,Multiple (UAE),Public,https://hct.ac.ae,https://hct.ac.ae/en/students/admissions/,https://hct.ac.ae/en/academics/,,,,Local|GCC,,
ae_aus,الجامعة الأمريكية في الشارقة,American University of Sharjah,UAE,Sharjah,Private,https://www.aus.edu,https://www.aus.edu/admissions,https://www.aus.edu/academics,,,,Local|GCC|International,,
ae_ud,جامعة دبي,University of Dubai,UAE,Dubai,Private,https://ud.ac.ae,https://ud.ac.ae/how-to-apply/,https://ud.ac.ae,,,,Local|International,,
ae_aue,الجامعة الأمريكية في الإمارات,American University in the Emirates,UAE,Dubai,Private,https://aue.ae,,,,,Local|International,,,
ae_aurak,الجامعة الأمريكية في رأس الخيمة,American University of Ras Al Khaimah,UAE,Ras Al Khaimah,Private,https://aurak.ac.ae,,,,,Local|International,,,
ae_buid,الجامعة البريطانية في دبي,British University in Dubai,UAE,Dubai,Private,https://www.buid.ac.ae,,,,,Local|International,,,
ae_amity,جامعة أميتي دبي,Amity University Dubai,UAE,Dubai,Private,https://amityuniversity.ae,,,,,Local|International,,,
kw_ku,جامعة الكويت,Kuwait University,Kuwait,Kuwait City,Public,https://www.ku.edu.kw,https://www.ku.edu.kw/admission,https://www.ku.edu.kw/academics,,,Local,,,
kw_paaet,الهيئة العامة للتعليم التطبيقي والتدريب,Public Authority for Applied Education and Training,Kuwait,Kuwait City,Public,https://www.paaet.edu.kw,https://www.paaet.edu.kw/admission,https://www.paaet.edu.kw/colleges,,,Local,,,
kw_acm,كلية الكويت للعلوم والتكنولوجيا,Kuwait College of Science and Technology,Kuwait,Doha,Public,https://www.kcst.edu.kw,https://www.kcst.edu.kw/admission,https://www.kcst.edu.kw/academics,,,Local,,,
kw_aum,الجامعة الأمريكية في الشرق الأوسط,American University of the Middle East,Kuwait,Egaila,Private,https://www.aum.edu.kw,https://www.aum.edu.kw/admissions,https://www.aum.edu.kw/academics,,,Local|GCC|International,,,
kw_auk,الجامعة الأمريكية في الكويت,American University of Kuwait,Kuwait,Salmiya,Private,https://www.auk.edu.kw,https://www.auk.edu.kw/admissions,https://www.auk.edu.kw/academics,,,Local|GCC|International,,,
kw_gust,جامعة الخليج للعلوم والتكنولوجيا,Gulf University for Science and Technology,Kuwait,Mishref,Private,https://www.gust.edu.kw,https://www.gust.edu.kw/admissions,https://www.gust.edu.kw/academics,,,Local|GCC|International,,,
kw_ack,الكلية الأسترالية في الكويت,Australian College of Kuwait,Kuwait,Mishref,Private,https://www.ack.edu.kw,https://www.ack.edu.kw/admissions,https://www.ack.edu.kw/programs,,,Local|GCC|International,,,
kw_kuniv,جامعة الكويت الدولية,Kuwait International University,Kuwait,Kuwait City,Private,https://www.kiu.edu.kw,,, ,,,Local|GCC|International,,
bh_uob,جامعة البحرين,University of Bahrain,Bahrain,Sakhir,Public,https://www.uob.edu.bh,https://www.uob.edu.bh/admission,https://www.uob.edu.bh/colleges,,,Local|GCC,المنح الحكومية مخصصة للمواطنين البحرينيين، وتتوفر فرص محدودة لمواطني دول الخليج حسب السياسات.,,
bh_poly,بوليتكنك البحرين,Bahrain Polytechnic,Bahrain,Isa Town,Public,https://www.polytechnic.bh,https://www.polytechnic.bh/admissions,https://www.polytechnic.bh/programmes,,,Local|GCC,تتوفر منح ودعم دراسي للمواطنين البحرينيين وفرص محدودة للخليجيين.,,
bh_auk,الجامعة العربية المفتوحة – البحرين,Arab Open University Bahrain,Bahrain,Manama,Private,https://www.aou.org.bh,https://www.aou.org.bh/admissions,https://www.aou.org.bh/programs,,,Local|GCC|International,تقدم منح جزئية وخصومات للطلبة حسب التفوق الأكاديمي.,,
bh_ama,جامعة AMA الدولية,AMA International University Bahrain,Bahrain,Salmaniya,Private,https://www.amaiu.edu.bh,https://www.amaiu.edu.bh/admission,https://www.amaiu.edu.bh/academics,,,Local|GCC|International,تتوفر منح جزئية وبرامج دعم مالي للطلبة الدوليين.,,
bh_rcsi,كلية الطب الملكية للجراحين في البحرين,RCSI Medical University of Bahrain,Bahrain,Busaiteen,Private,https://www.rcsi.com/bahrain,https://www.rcsi.com/bahrain/admissions,https://www.rcsi.com/bahrain/programmes,,,Local|GCC|International,تتوفر منح تنافسية محدودة تعتمد على الجدارة الأكاديمية.,,
bh_apu,جامعة آسيا باسيفيك البحرين,Applied Science University Bahrain,Bahrain,Isa Town,Private,https://www.asu.edu.bh,https://www.asu.edu.bh/admission,https://www.asu.edu.bh/academics,,,Local|GCC|International,تقدم خصومات ومنح جزئية للطلبة حسب الشروط.,,
bh_gibs,كلية الخليج لإدارة الأعمال,Gulf International Business School,Bahrain,Manama,Private,https://www.gibs.edu.bh,,,,,Local|GCC|International,تتوفر منح جزئية وبرامج دعم مالي.,,
om_squ,جامعة السلطان قابوس,Sultan Qaboos University,Oman,Muscat,Public,https://www.squ.edu.om,https://www.squ.edu.om/admissions,https://www.squ.edu.om/academics,,,Local|GCC,المنح الحكومية مخصصة للمواطنين العمانيين مع فرص محدودة للخليجيين.,,
om_ut,جامعة التقنية والعلوم التطبيقية,University of Technology and Applied Sciences,Oman,Multiple (Oman),Public,https://www.ut.edu.om,https://www.ut.edu.om/admission,https://www.ut.edu.om/academics,,,Local|GCC,تقدم بعثات حكومية للمواطنين وفرص محدودة للخليجيين.,,
om_nust,الجامعة الوطنية للعلوم والتكنولوجيا,National University of Science and Technology,Oman,Muscat,Public,https://www.nust.edu.om,https://www.nust.edu.om/admission,https://www.nust.edu.om/academics,,,Local|GCC,المنح الحكومية موجهة للمواطنين مع فرص تنافسية للخليجيين.,,
om_gutech,الجامعة الألمانية للتكنولوجيا في عُمان,German University of Technology Oman,Oman,Muscat,Private,https://www.gutech.edu.om,https://www.gutech.edu.om/admissions,https://www.gutech.edu.om/programs,,,Local|International,تقدم منح جزئية وخصومات للطلبة الدوليين.,,
om_smc,كلية الشرق الأوسط,Middle East College,Oman,Muscat,Private,https://www.mec.edu.om,https://www.mec.edu.om/admissions,https://www.mec.edu.om/programmes,,,Local|International,تتوفر منح جزئية وبرامج دعم مالي.,,
om_aou,الجامعة العربية المفتوحة – عُمان,Arab Open University Oman,Oman,Muscat,Private,https://www.aou.edu.om,https://www.aou.edu.om/admissions,https://www.aou.edu.om/programs,,,Local|GCC,تقدم منح ودعم دراسي حسب السياسات المعتمدة.,,
sa_kaust,جامعة الملك عبدالله للعلوم والتقنية,KAUST,Saudi Arabia,Thuwal,Private,https://www.kaust.edu.sa,https://admissions.kaust.edu.sa,https://www.kaust.edu.sa/en/study/academic-programs,QS,,,International,منح شاملة (دراسات عليا فقط),
sa_uoh,جامعة الأمير سطام بن عبدالعزيز,Prince Sattam bin Abdulaziz University,Saudi Arabia,Al-Kharj,Public,https://www.psau.edu.sa,https://www.psau.edu.sa/admission,https://www.psau.edu.sa/colleges,,,,Local,,
ae_mbzuai,جامعة محمد بن زايد للذكاء الاصطناعي,Mohamed bin Zayed University of AI,UAE,Abu Dhabi,Public,https://mbzuai.ac.ae,https://mbzuai.ac.ae/admissions,https://mbzuai.ac.ae/study,QS,,,International,منح شاملة للدراسات العليا,
ae_nyuad,جامعة نيويورك أبوظبي,NYU Abu Dhabi,UAE,Abu Dhabi,Private,https://nyuad.nyu.edu,https://nyuad.nyu.edu/admissions,https://nyuad.nyu.edu/en/academics,QS,,,International,منح تنافسية شاملة,
ae_hbmsu,جامعة حمدان بن محمد الذكية,Hamdan Bin Mohammed Smart University,UAE,Dubai,Private,https://www.hbmsu.ac.ae,https://www.hbmsu.ac.ae/admissions,https://www.hbmsu.ac.ae/programs,,,,Local|GCC|International,,
qa_qf_edu,مدينة التعليم (مجموعة المؤسسات),Qatar Foundation Education City,Qatar,Doha,Private,https://www.qf.org.qa/education,,,,,,International,,
qa_cna_q,كلية شمال أتلانتيك قطر,College of the North Atlantic – Qatar,Qatar,Doha,Public,https://www.cna-q.edu.qa,https://www.cna-q.edu.qa/admissions,https://www.cna-q.edu.qa/programs,,,MoEHE Qatar,Local,منح للمواطنين القطريين,https://www.cna-q.edu.qa
qa_um,جامعة ميدلسكس قطر,Middlesex University Dubai – Qatar Branch,Qatar,Doha,Private,https://www.mdx.ac.ae,https://www.mdx.ac.ae/apply,https://www.mdx.ac.ae/courses,,,QQA,Unknown,,
qa_stenden,جامعة ستيندن قطر,Stenden University Qatar,Qatar,Doha,Private,https://www.stenden.edu.qa,https://www.stenden.edu.qa/admissions,https://www.stenden.edu.qa/programs,,,QQA,Unknown,,
sa_kku,جامعة الملك خالد,King Khalid University,Saudi Arabia,Abha,Public,https://www.kku.edu.sa,https://www.kku.edu.sa/ar/admission,https://www.kku.edu.sa/ar/programs,QS,,NCAAA,Local,منح ومساعدات للطلاب المميزين,https://www.kku.edu.sa
sa_qu,جامعة القصيم,Qassim University,Saudi Arabia,Buraydah,Public,https://www.qu.edu.sa,https://www.qu.edu.sa/admissions,https://www.qu.edu.sa/programs,,,NCAAA,Local,منح حكومية,
sa_uot,جامعة الطائف,Taif University,Saudi Arabia,Taif,Public,https://www.tu.edu.sa,https://www.tu.edu.sa/admissions,https://www.tu.edu.sa/programs,,,NCAAA,Local,,
sa_uoh2,جامعة حائل,University of Ha'il,Saudi Arabia,Ha'il,Public,https://www.uoh.edu.sa,https://www.uoh.edu.sa/admissions,https://www.uoh.edu.sa/programs,,,NCAAA,Local,,
sa_uoh3,جامعة الجوف,Jouf University,Saudi Arabia,Sakaka,Public,https://www.ju.edu.sa,https://www.ju.edu.sa/admissions,https://www.ju.edu.sa/programs,,,NCAAA,Local,,
sa_nu,جامعة نجران,Najran University,Saudi Arabia,Najran,Public,https://www.nu.edu.sa,https://www.nu.edu.sa/admissions,https://www.nu.edu.sa/programs,,,NCAAA,Local,,
sa_jazanu,جامعة جازان,Jazan University,Saudi Arabia,Jazan,Public,https://www.jazanu.edu.sa,https://www.jazanu.edu.sa/admissions,https://www.jazanu.edu.sa/programs,,,NCAAA,Local,,
sa_uob,جامعة الباحة,Al Baha University,Saudi Arabia,Al Baha,Public,https://www.bu.edu.sa,https://www.bu.edu.sa/admissions,https://www.bu.edu.sa/programs,,,NCAAA,Local,,
sa_kfu,جامعة الملك فيصل,King Faisal University,Saudi Arabia,Al-Ahsa,Public,https://www.kfu.edu.sa,https://www.kfu.edu.sa/ar/deanships/Admission,https://www.kfu.edu.sa/programs,QS,,NCAAA,Local,منح ومساعدات,
sa_uot2,جامعة الأمير سلطان,Prince Sultan University,Saudi Arabia,Riyadh,Private,https://www.psu.edu.sa,https://www.psu.edu.sa/admissions,https://www.psu.edu.sa/programs,QS,,NCAAA,Local,,
sa_seu,جامعة الأمير محمد بن فهد,Prince Mohammad Bin Fahd University,Saudi Arabia,Dammam,Private,https://www.pmu.edu.sa,https://www.pmu.edu.sa/admissions,https://www.pmu.edu.sa/academics,QS,,NCAAA,Local,,
sa_bu,جامعة البترا,Batterjee Medical College,Saudi Arabia,Jeddah,Private,https://www.bmc.edu.sa,https://www.bmc.edu.sa/admissions,https://www.bmc.edu.sa/programs,,,NCAAA,Unknown,,
sa_iau2,جامعة الأميرة نورة بنت عبدالرحمن,Princess Nourah bint Abdulrahman University,Saudi Arabia,Riyadh,Public,https://www.pnu.edu.sa,https://www.pnu.edu.sa/admissions,https://www.pnu.edu.sa/programs,QS,,NCAAA,Local,منح ودعم للطالبات,https://www.pnu.edu.sa
sa_klu,جامعة الملك عبدالله للعلوم والتقنية,King Abdullah University of Science and Technology,Saudi Arabia,Thuwal,Public,https://www.kaust.edu.sa,https://admissions.kaust.edu.sa,https://www.kaust.edu.sa/en/study,QS,,NCAAA,International,منح كاملة لجميع طلاب الدراسات العليا,https://admissions.kaust.edu.sa
sa_naif,جامعة نايف العربية للعلوم الأمنية,Naif Arab University for Security Sciences,Saudi Arabia,Riyadh,Public,https://www.nauss.edu.sa,https://www.nauss.edu.sa/admissions,https://www.nauss.edu.sa/programs,,,NCAAA,GCC,منح لدول مجلس التعاون,
sa_ksau,جامعة الملك سعود للعلوم الصحية,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,Riyadh,Public,https://www.ksau-hs.edu.sa,https://www.ksau-hs.edu.sa/admissions,https://www.ksau-hs.edu.sa/programs,,,NCAAA,Local,,
sa_tu,جامعة الترجمة,Dar Al Uloom University,Saudi Arabia,Riyadh,Private,https://www.dau.edu.sa,https://www.dau.edu.sa/admissions,https://www.dau.edu.sa/programs,,,NCAAA,Unknown,,
sa_su,جامعة شقراء,Shaqra University,Saudi Arabia,Shaqra,Public,https://www.su.edu.sa,https://www.su.edu.sa/admissions,https://www.su.edu.sa/programs,,,NCAAA,Local,,
sa_uj,جامعة جدة,University of Jeddah,Saudi Arabia,Jeddah,Public,https://www.uj.edu.sa,https://www.uj.edu.sa/admissions,https://www.uj.edu.sa/programs,QS,,NCAAA,Local,,
sa_uqo,جامعة القصيم الدولية,Al-Qunfudhah University College,Saudi Arabia,Al Qunfudhah,Public,https://uqu.edu.sa,https://uqu.edu.sa/admissions,https://uqu.edu.sa/programs,,,NCAAA,Local,,
sa_iau3,جامعة الإمام عبدالرحمن بن فيصل,Imam Abdulrahman Bin Faisal University,Saudi Arabia,Dammam,Public,https://www.iau.edu.sa,https://www.iau.edu.sa/ar/admission,https://www.iau.edu.sa/programs,QS,,NCAAA,Local,,
sa_ubs,جامعة الأعمال والتكنولوجيا,University of Business and Technology,Saudi Arabia,Jeddah,Private,https://www.ubt.edu.sa,https://www.ubt.edu.sa/admissions,https://www.ubt.edu.sa/programs,,,NCAAA,Unknown,,
sa_alhosn,جامعة الحصن,Al Hosn University,Saudi Arabia,Riyadh,Private,https://www.alhosnu.ae,https://www.alhosnu.ae/admissions,https://www.alhosnu.ae/programs,,,NCAAA,Unknown,,
ae_uos,جامعة الشارقة,University of Sharjah,UAE,Sharjah,Private,https://www.sharjah.ac.ae,https://www.sharjah.ac.ae/en/admissions,https://www.sharjah.ac.ae/en/Academics,QS,,CAA UAE,Local|International,منح جزئية وكاملة للمتميزين,https://www.sharjah.ac.ae/en/scholarships
ae_ajman,جامعة عجمان,Ajman University,UAE,Ajman,Private,https://www.ajman.ac.ae,https://www.ajman.ac.ae/admissions,https://www.ajman.ac.ae/academics,QS,,CAA UAE,Local,,
ae_adu,جامعة أبوظبي,Abu Dhabi University,UAE,Abu Dhabi,Private,https://www.adu.ac.ae,https://www.adu.ac.ae/admissions,https://www.adu.ac.ae/academics,QS,,CAA UAE,Local,منح جزئية للمتميزين,https://www.adu.ac.ae
ae_uaq,جامعة أم القيوين,University of Umm Al Quwain,UAE,Umm Al Quwain,Public,https://www.uaq.ac.ae,https://www.uaq.ac.ae/admissions,https://www.uaq.ac.ae/programs,,,CAA UAE,Local,,
ae_rak,جامعة رأس الخيمة,RAK Medical and Health Sciences University,UAE,Ras Al Khaimah,Private,https://www.rakmhsu.ac.ae,https://www.rakmhsu.ac.ae/admissions,https://www.rakmhsu.ac.ae/programs,,,CAA UAE,Unknown,,
ae_kustar,جامعة خليفة للعلوم والتكنولوجيا,Khalifa University of Science and Technology,UAE,Abu Dhabi,Public,https://www.ku.ac.ae,https://www.ku.ac.ae/admissions,https://www.ku.ac.ae/academics,QS,,CAA UAE,Local|International,منح كاملة وجزئية للطلاب المتميزين,https://www.ku.ac.ae/scholarships
ae_uowdubai,جامعة وولونجونج في دبي,University of Wollongong in Dubai,UAE,Dubai,Private,https://www.uowdubai.ac.ae,https://www.uowdubai.ac.ae/admissions,https://www.uowdubai.ac.ae/courses,QS,,CAA UAE,Local,,
ae_heriot,جامعة هيريوت وات دبي,Heriot-Watt University Dubai,UAE,Dubai,Private,https://www.hw.ac.uk/dubai,https://www.hw.ac.uk/dubai/admissions,https://www.hw.ac.uk/dubai/courses,QS,,CAA UAE,International,منح جزئية,
ae_uobd,جامعة برمنغهام دبي,University of Birmingham Dubai,UAE,Dubai,Private,https://www.birmingham.ac.uk/dubai,https://www.birmingham.ac.uk/dubai/admissions,https://www.birmingham.ac.uk/dubai/courses,QS,,CAA UAE,International,,
ae_aub,الجامعة الأمريكية في دبي,American University in Dubai,UAE,Dubai,Private,https://www.aud.edu,https://www.aud.edu/admissions,https://www.aud.edu/academics,,,CAA UAE,Local,,
ae_curtin,جامعة كيرتن دبي,Curtin University Dubai,UAE,Dubai,Private,https://www.curtindubai.ac.ae,https://www.curtindubai.ac.ae/apply,https://www.curtindubai.ac.ae/courses,QS,,CAA UAE,International,,
ae_rochester,معهد روتشستر للتكنولوجيا دبي,Rochester Institute of Technology Dubai,UAE,Dubai,Private,https://www.ritdubai.ac.ae,https://www.ritdubai.ac.ae/admissions,https://www.ritdubai.ac.ae/programs,,,CAA UAE,International,,
ae_zuai,جامعة محمد بن زايد للذكاء الاصطناعي,Mohamed bin Zayed University of Artificial Intelligence,UAE,Abu Dhabi,Public,https://mbzuai.ac.ae,https://mbzuai.ac.ae/admissions,https://mbzuai.ac.ae/study,,,CAA UAE,International,منح كاملة لجميع طلاب الدراسات العليا,https://mbzuai.ac.ae/admissions
ae_paris_sorbonne,جامعة السوربون أبوظبي,Sorbonne University Abu Dhabi,UAE,Abu Dhabi,Private,https://www.sorbonne.ae,https://www.sorbonne.ae/admissions,https://www.sorbonne.ae/programs,,,CAA UAE,International,,
ae_sp_jain,جامعة SP جاين للإدارة والبحث دبي,SP Jain School of Global Management Dubai,UAE,Dubai,Private,https://www.spjain.org,https://www.spjain.org/admissions,https://www.spjain.org/programs,,,CAA UAE,Unknown,,
ae_modul,جامعة مودول دبي,Modul University Dubai,UAE,Dubai,Private,https://www.modul.ac.at/dubai,https://www.modul.ac.at/dubai/admissions,https://www.modul.ac.at/dubai/courses,,,CAA UAE,Unknown,,
ae_murdoch,جامعة مردوخ دبي,Murdoch University Dubai,UAE,Dubai,Private,https://www.murdochdubai.ac.ae,https://www.murdochdubai.ac.ae/admissions,https://www.murdochdubai.ac.ae/courses,,,CAA UAE,International,,
ae_manchester,جامعة مانشستر في دبي,University of Manchester – Dubai,UAE,Dubai,Private,https://www.manchester.ac.ae,https://www.manchester.ac.ae/admissions,https://www.manchester.ac.ae/programs,QS,,CAA UAE,International,,
ae_exeter,جامعة إكستر في دبي,University of Exeter – Dubai,UAE,Dubai,Private,https://www.exeter.ac.uk/dubai,https://www.exeter.ac.uk/dubai/admissions,https://www.exeter.ac.uk/dubai/courses,QS,,CAA UAE,International,,
ae_coventry,جامعة كوفنتري دبي,Coventry University Dubai,UAE,Dubai,Private,https://www.coventry.ac.uk/dubai,https://www.coventry.ac.uk/dubai/admissions,https://www.coventry.ac.uk/dubai/courses,,,CAA UAE,International,,
ae_middlesex,جامعة ميدلسكس دبي,Middlesex University Dubai,UAE,Dubai,Private,https://www.mdx.ac.ae,https://www.mdx.ac.ae/apply,https://www.mdx.ac.ae/courses,,,CAA UAE,International,,
ae_canadian,الجامعة الكندية في دبي,Canadian University Dubai,UAE,Dubai,Private,https://www.cud.ac.ae,https://www.cud.ac.ae/admissions,https://www.cud.ac.ae/academics,,,CAA UAE,International,,
kw_arab_open,الجامعة العربية المفتوحة الكويت,Arab Open University Kuwait,Kuwait,Kuwait City,Private,https://www.aou.edu.kw,https://www.aou.edu.kw/admissions,https://www.aou.edu.kw/programs,,,PAAET Kuwait,Unknown,,
kw_box_hill,كلية بوكس هيل الكويت,Box Hill Institute Kuwait,Kuwait,Kuwait City,Private,https://www.boxhillkuwait.edu.kw,https://www.boxhillkuwait.edu.kw/admissions,https://www.boxhillkuwait.edu.kw/programs,,,PAAET,Unknown,,
kw_american_ku,الجامعة الأمريكية بالكويت,American University of Kuwait,Kuwait,Salmiya,Private,https://www.auk.edu.kw,https://www.auk.edu.kw/admissions,https://www.auk.edu.kw/academics,,,MoHE Kuwait,Local,منح جزئية,
kw_anglo,كلية أنجلو الكويت,Anglo American University Kuwait,Kuwait,Kuwait City,Private,https://www.aaukuwait.com,https://www.aaukuwait.com/admissions,https://www.aaukuwait.com/programs,,,MoHE Kuwait,Unknown,,
kw_kiu,الجامعة الكويتية الدولية,Kuwait International University,Kuwait,Shuwaikh,Private,https://www.kiu.edu.kw,https://www.kiu.edu.kw/admissions,https://www.kiu.edu.kw/programs,,,MoHE Kuwait,Unknown,,
kw_gulf_u,الجامعة الخليجية الكويت,Gulf University for Science & Technology,Kuwait,Hawally,Private,https://www.gust.edu.kw,https://www.gust.edu.kw/admissions,https://www.gust.edu.kw/academics,,,MoHE Kuwait,Local,,
kw_australian,الكلية الأسترالية للكويت,Australian College of Kuwait,Kuwait,Mishref,Private,https://www.ack.edu.kw,https://www.ack.edu.kw/admissions,https://www.ack.edu.kw/programs,,,MoHE Kuwait,Local,,
kw_public_auth,الهيئة العامة للتعليم التطبيقي والتدريب,PAAET – Public Authority for Applied Education,Kuwait,Kuwait City,Public,https://www.paaet.edu.kw,https://www.paaet.edu.kw/admissions,https://www.paaet.edu.kw/programs,,,Government Kuwait,Local,منح للمواطنين الكويتيين,
om_du,جامعة ظفار,Dhofar University,Oman,Salalah,Private,https://www.du.edu.om,https://www.du.edu.om/admissions,https://www.du.edu.om/programs,,,MoHE Oman,Local,,
om_su,جامعة سور,Sur University College,Oman,Sur,Private,https://www.suc.edu.om,https://www.suc.edu.om/admissions,https://www.suc.edu.om/programs,,,MoHE Oman,Unknown,,
